Date,Username,User tag,Content,Mentions,link
"2022-03-21,09:51:31","awliang","#0","","","https://cdn.discordapp.com/attachments/955463647918981150/955463672346583040/Logo_1.png"
"2022-04-12,15:24:02","awliang","#0","Hello and welcome to the <#955463647918981150> channel <:nfteth:822186186016948314> 

Feel free to reach out to the WalletConnect Team at any point with your questions! 

Just giving you all a quick snapshot for you to get quickly acquainted!


👀 **ABOUT** 
**WalletConnect** is the web3 standard for connecting blockchain wallets to dapps. We offer SDKs and infrastructure to provide wallets with more interoperability. Our protocol enables a secure connection between a dapp and a wallet that a user can expose its blockchain accounts and sign messages and transactions.

Learn more: https://walletconnect.com/


🏆 **PRIZE OVERVIEW **
** DeFi Track**
🥇 1st - $4,000
🥈 2nd - $2,000
🥉 3rd - $1,000

**Social Track**
🥇 1st - $4,000
🥈 2nd - $2,000
🥉 3rd - $1,000

🏊 **Pool Prize** - $2,000 to honorable mentions that have full integration with WalletConnect

**↓ Full Prize Breakdown Here ↓ **
https://ethamsterdam.ethglobal.com/prizes/


🚀 **WORKSHOP** 
**How to connect your dapp with WalletConnect**
Friday, April 22 @ 17:00
w/ Pedro Gomes


🔗 **IMPORTANT LINKS**
https://docs.walletconnect.com/","",""
"2022-04-21,05:30:20","chrishobcroft","#0","Hey, is there any sample code for connecting 2 wallets to 1 app?","",""
"2022-04-21,05:31:48","chrishobcroft","#0","e.g. App on laptop, 1 wallet on Rainbow/iPhone, 1 wallet on WallETH/Android. For e.g. paired programming in Remix, two-player games, etc.","",""
"2022-04-22,03:14:47","pedrouid","#0","Hey <@365524730628931598>","chrishobcroft#0",""
"2022-04-22,03:15:08","pedrouid","#0","You can definitely connect 2 wallets to 1 app","",""
"2022-04-22,03:15:33","pedrouid","#0","However it definitely requires some hacking around it","",""
"2022-04-22,03:16:45","pedrouid","#0","you can pass a variable named `storageId` which by default is set to ""walletconnect""","",""
"2022-04-22,03:18:11","pedrouid","#0","however since you are customizing the `storageId` then you will need to track the custom storageId's you have created to re-intializes clients","",""
"2022-04-22,03:24:19","pedrouid","#0","```javascript
// when creating a new connector
const storageIds = localstorage.getItem(""walletconnect-storage-ids"")

const storageId = ""walletconnect-"" + storageIds.length + 1

const connector = new WalletConnect({ storageId })

localstorage.setItem(""walletconnect-storage-ids"", [...storageIds, storageId])


// when loading connectors on page load
const storageIds = localstorage.getItem(""walletconnect-storage-ids"")

const connectors = storageIds.map(storageId => new WalletConnect({ storageId })
```","",""
"2022-04-22,03:24:56","pedrouid","#0","PS - we have improved this experience significantly for v2.0 so the example above is only applicable for v1.0","",""
"2022-04-22,06:32:41","pedrouid","#0","For all the Flutter devs out there, check out: https://github.com/Orange-Wallet/wallet-connect-dart","",""
"2022-04-22,08:32:09","pedrouid","#0","Don't miss out the WalletConnect workshop TODAY

**How to connect your dapp with WalletConnect**
Friday, April 22 @ 17:00
w/ Pedro Gomes","",""
"2022-04-23,05:10:06","pedrouid","#0","Generating JWT tokens from ETH signatures

https://github.com/0xsequence/ethauth.js","",""
"2022-04-23,05:36:46","pedrouid","#0","For those that might have missed the WalletConnect workshop you can watch the recording here

https://www.youtube.com/watch?v=qCdAc3KCEmg","",""
"2022-04-23,05:37:53","pedrouid","#0","PS - you can watch it from the beggining up to min 34:20","",""
"2022-04-23,17:45:40","duckception","#0","Hey, have anyone encountered this problem? I'm using `@web3-react/walletconnect-connector` and this is thrown in that library","",""
"2022-04-23,17:45:52","duckception","#0","","","https://cdn.discordapp.com/attachments/955463647918981150/967541845808803900/unknown.png"
"2022-04-23,17:46:20","duckception","#0","it's thrown in the `activate` function for the connector","",""
"2022-04-23,18:21:11","normadn","#0","Hey walletConnect team, sorry for bugging u at that time but we have an error we need to fix and we believe it might be a problem in ur sdk. We r trying to sign a contract via ethers-rs and we get the following error message. Would be rly great if u could help!","",""
"2022-04-23,18:21:18","normadn","#0","","","https://cdn.discordapp.com/attachments/955463647918981150/967550761489805352/IMG_9429.jpg"
"2022-04-23,19:14:01","pedrouid","#0","Hey <@240486346848731136> we actually are not aware exactly where activate is being under web3-react but you can also our provider separately","duckception#0",""
"2022-04-23,19:15:41","pedrouid","#0","Unsure how it affects our sdk, but I could be wrong…

However I do recognize that error message from ethers so you should look into using a sanitize hex util to make sure all inputs have 0x prefix encoded","normadn#0",""
"2022-04-23,19:18:36","normadn","#0","thx for ur answer. We try to debug more.","",""
"2022-04-23,19:26:58","duckception","#0","We changed parcel to webpack and it worked 👌🏻","pedrouid#0",""
"2022-04-24,03:18:14","samgarcia","#0","Hi WalletConnect team! <:SamWave:774134801531404330>  It was great to integrate with your wallet for the sign in process of our project. Looking forward to showing you our 3D and VR enabled metaverse gaming dApp called DAOVerse during judging today. https://twitter.com/TheDaoverseOrg/status/1518110548990337024?s=20&t=IRWzPalglxg1x5QLotAjcA

Is there anything else we need to do to submit for the bounty?","",""
"2022-05-03,17:08:37","awliang","#0","","","https://cdn.discordapp.com/attachments/955463647918981150/971156351420104744/unknown.png"
"2022-05-04,00:23:42","awliang","#0","Hello and welcome to the <#955463647918981150> channel <:nfteth:822186186016948314> 

Feel free to reach out to the WalletConnect team at any point with your questions! 

Just giving you all a quick snapshot for you to get quickly acquainted!


👀** ABOUT **
**WalletConnect** is the web3 standard for connecting blockchain wallets to dapps. We offer SDKs and infrastructure to provide wallets with more interoperability. Our protocol enables a secure connection between a dapp and a wallet that a user can expose its blockchain accounts and sign messages and transactions.

Learn more: https://walletconnect.com/


🏆 **PRIZE OVERVIEW **

**DeFi track**
🥇 1st - $4,000
🥈 2nd - $2,000
🥉 3rd - $1,000

**Social Track**
🥇 1st - $4,000
🥈 2nd - $2,000
🥉 3rd - $1,000

🏊 Pool prize - $2,000 to honorable mentions that have full integration with WalletConnect

**↓ Full Prize Breakdown Here ↓ **
https://defi.ethglobal.com/prizes/


🚀 **WORKSHOP **
https://youtu.be/aw9ezhmh4FI


**🔗 IMPORTANT LINKS**
https://docs.walletconnect.com/","",""
"2022-05-05,14:16:10","riite.","#0","A social track for a DeFi hackathon? Is that SocialFi?","",""
"2022-05-05,14:16:30","riite.","#0","Or are they sponsoring 2 different hackathons?","",""
"2022-05-05,15:58:37","ShannaDaphne","#0794","Hi its a social focused track but still focused on DeFi projects built on HackMoney.","riite.#0",""
"2022-05-06,12:46:05","romuald_hog","#0","Hi there, is there a change log available to compare v1.0 vs v2.0?","",""
"2022-05-07,09:40:03","0xasimetriq","#0","No changelog at this time, as v2 is still in development. Best way to compare both would be through githubs history https://github.com/WalletConnect/walletconnect-monorepo/compare/v1.0...v2.0 but there is a lot to unpack there 😅","romuald_hog#0",""
"2022-05-07,10:04:34","romuald_hog","#0","hahhaha, no worries it's on the doc, I believe that'd be better to use v2 on our side because we do already implement v1.","0xasimetriq#0",""
"2022-05-08,15:32:26","mixalisgg","#0","Hi wallet connect team, quick question. What's the relationship between WC and web3modal? Are they alternatives? I saw web3modal supports WC, but since WC is not a wallet but an integration/messaging service I'm a bit confused","",""
"2022-05-08,17:33:07","ShannaDaphne","#0794","Web3Modal makes it easier to integrate WalletConnect and other wallet providers like Metamask and Coinbase Wallet

WalletConnect is not a wallet but is supported by more than 100 wallets to connect to your dapp","mixalisgg#0",""
"2022-05-09,20:52:11","temi0x","#0","Hi guys
How do I integrate Walletconnect with Moralis

Tried it out, but don't seem to get it yet","",""
"2022-05-10,01:02:09","temi0x","#0","<@907658437737979934> <@292230513177919488>","pedrouid#0、ShannaDaphne#0794",""
"2022-05-10,05:01:59","pedrouid","#0","Here is a quick guide about it

https://hackmd.io/@hackyguru/walletconnect","temi0x#0",""
"2022-05-10,05:10:16","temi0x","#0","Alright","",""
"2022-05-10,05:10:22","temi0x","#0","Thanks","",""
"2022-05-11,16:31:23","Kevin Kudu | ETHGlobal","#3615","Hey <@&963056755703693332>  hackers ! 👋

Come join us for WalletConnect 🛠 How to Connect your dapp with WalletConnect?

👀 Join on Zoom:
https://ethglobal.zoom.us/j/81895166948

📺 Watch on YouTube:
https://youtu.be/aw9ezhmh4FI","",""
"2022-05-11,16:54:57","victorf42","#0","Hey <@292230513177919488> thanks for the Zoom! I wondered if Wallet Connect had anything planned that would let users connect in a ZK way to dApps? Seems difficult but would be really cool","pedrouid#0",""
"2022-05-11,16:56:06","pedrouid","#0","Maybe we could in the future… WalletConnect 2.0 is designed to use multi-chain with chain-agnostic interfaces which will describe new methods for basic EVMs and more extended EVMs","victorf42#0",""
"2022-05-11,23:19:58","joelcodes","#0","Hey <@292230513177919488> , hope all is well. Our teams building a decentralized protocol for scheduling token transfers. It’s meant to be a public utility for the polygon network. Any dApps/devs could integrate it into their existing DeFi wallets, yields farms, etc. do you think this would be helpful ?","pedrouid#0",""
"2022-05-12,05:22:10","riki6059","#0","Hi WalletConnect team","",""
"2022-05-12,05:22:32","riki6059","#0","I am having one question. If we are using Moralis to make use of WalletConnect are we still gonna be eligible for the prize?","",""
"2022-05-12,07:05:22","pedrouid","#0","I guess it will depend how its designed but as concept I believe it’s valuable","joelcodes#0",""
"2022-05-12,07:05:46","pedrouid","#0","That’s correct… you can use any library you want to support WalletConnect and be eligible for the sponsor bounties","riki6059#0",""
"2022-05-12,07:35:14","joelcodes","#0","Any specific design details that you believe would need to be the most polished ?","pedrouid#0",""
"2022-05-12,10:01:34","pedrouid","#0","Without knowing much about your project, I would consider the following:
- will this work with any Ethereum wallet? Smart Contract Wallets? Seed Phrase Wallets?
- who's responsible for the execution of the scheduled token transfers? Tx Relayer? Wallet Provider? Dapp?
- will there be a single implementation on-chain or will each wallet have to deploy its own? Read for example about EIP-3074 which is designed to have a single invoker contract
- can users cancel their scheduled transactions? If so, do they just need to sign a message like before or need to send a transaction on-chain?","",""
"2022-05-12,12:11:04","jallrich","#0","Hey, any way that I can make the project or web3modal work with Svelte using rollup? I'm struggling a lot 😦","",""
"2022-05-12,12:51:18","0xasimetriq","#0","Does this default js usage work for your case? https://github.com/Web3Modal/web3modal#using-in-vanilla-javascript","jallrich#0",""
"2022-05-12,12:51:55","0xasimetriq","#0","There is also a demo for using it with vite as bundler and this one includes rollupOptions
https://github.com/Web3Modal/web3modal#using-with-vite","",""
"2022-05-12,17:05:16","jallrich","#0","I created a basic svelte app using `npm vite@init` and just added the following code that I execute from a button:
```typescript
import Web3Modal from ""web3modal"";
import WalletConnectProvider from ""@walletconnect/web3-provider"";

const providerOptions = {
    walletconnect: {
        package: WalletConnectProvider, // required
        options: {
            infuraId: ""INFURA_ID"" // required
        }
    }
};

const web3Modal = new Web3Modal({
    network: ""mainnet"", // optional
    cacheProvider: true, // optional
    providerOptions // required
});

export async function connect() {
    const instance = await web3Modal.connect();
    return instance;
}
```

It throws this error when trying to render the site:
```
Uncaught TypeError: util.inherits is not a function
```

If I remove the import from wallet connect it works without any issues","0xasimetriq#0",""
"2022-05-12,19:24:09","Dlucia","#7458","I have a question from a UX perspective. In terms of the business end of wallet connect, how basic does that look in terms of how you can look at what users have connected their wallet, etc.","",""
"2022-05-13,00:15:27","riite.","#0","You could push them to an array as people connect","Dlucia#7458",""
"2022-05-13,02:43:12","riite.","#0","I’ve got a lot of questions about WalletConnect. Sorry I missed the workshop. 
I’m trying to get it to work for Discord, having it show the QR code in a Discord embed after a bot command.

Right now it’s giving me the QR code in my terminal on provider.enable().. how can I put it in an image instead?","",""
"2022-05-13,04:14:28",".bkrem","#0","Hi Javyer, regarding your original question of Svelte with rollup, here's a codesandbox with rollup+svelte with a working implementation of your code (I just copied it into the `web3Modal.js` file and used `connect` on the button):
https://codesandbox.io/s/sad-butterfly-qq5rku?file=/web3Modal.js","jallrich#0",""
"2022-05-13,04:15:26",".bkrem","#0","The rollup config is as-is from the codesandbox template, so it seems it handles the polyfilling of node dependencies (i.e. `util`) already out of the box","",""
"2022-05-13,04:50:23","jallrich","#0","Thank you for doing that! I'm working with typescript, could that be the problem?",".bkrem#0",""
"2022-05-13,06:00:39","jallrich","#0","I created the same repo in TS and it is not working: https://github.com/Bullrich/walletconnect-svelte-ts

Could you tell me if you have the same problem on your side?",".bkrem#0",""
"2022-05-13,07:11:47",".bkrem","#0","Hi Autocrat, based on your description I'm assuming you're using the `@walletconnect/web3-provider` pkg for your use case. If you want to produce a custom QRCode image, you could listen for the `display_uri` event on the provider and then generate one suited to your needs (this is also how the qrcode-modal does this internally via the external `qrcode` pkg).

I put together a quick sandbox with the default provider example + a listener for the `display_uri` event:
https://codesandbox.io/s/musing-raman-86q8qh?file=/src/App.js

Here's how the QRCode modal generates the QRCode SVG internally, which may help as a reference point:
https://github.com/WalletConnect/walletconnect-monorepo/blob/v1.0/packages/helpers/qrcode-modal/src/browser/components/QRCodeDisplay.tsx#L12

Hope that helps!","riite.#0",""
"2022-05-13,07:14:37",".bkrem","#0","Hmm I had a quick try of this locally and it's also erroring for me. The rollup config seems to be quite different here though. Maybe try simply adding the typescript rollup plugin to a local clone of codesandbox example since that one already works?","jallrich#0",""
"2022-05-13,07:15:21","jallrich","#0","That’s the default roll up plugin provided by svelte when you port the project to ts",".bkrem#0",""
"2022-05-13,07:17:10",".bkrem","#0","Sorry I'm also not sure what the exact issue is for that config, I need to tackle some other things on my side for now but can try to dig deeper later today","",""
"2022-05-13,07:41:25","jallrich","#0","Thank you!
To setup a new project run `npx degit sveltejs/template walletconnect-test && cd walletconnect-test && node scripts/setupTypeScript.js` and you'll have the project set up to work with Typescript.

After that I just installed the rest of the stuff (`npm install --save web3modal @walletconnect/web3-provider`) and added the connection class.",".bkrem#0",""
"2022-05-13,15:53:57","plentyweb3.crypto","#1357","Hi I am trying to connect Web3Modal to my dapp and I have questions about the documentation. I have a simple button and when the user clicks on it I want to display the wallet options they can use to connect with my dapp. Here is the documentation: https://github.com/Web3Modal/web3modal I want it to look like the image under preview. I followed all the steps for ethers and my wallets aren’t popping up as shown in the examples (I’m using react). I am getting console.logging this from provider: provider Web3Provider {_isProvider: true, _events: Array(0), _emitted: {…}, disableCcipRead: false, formatter: Formatter, …}
Here is my code:","",""
"2022-05-13,15:54:09","plentyweb3.crypto","#1357","```import React, { useState, useEffect } from ""react"";
import ""semantic-ui-css/semantic.min.css"";
import { Button, Form, Container } from ""semantic-ui-react"";
import { Magic } from ""magic-sdk"";
import { ethers } from ""ethers"";
import Web3Modal from ""web3modal"";
import WalletConnectProvider from ""@walletconnect/web3-provider"";
import CoinbaseWalletSDK from '@coinbase/wallet-sdk';

const User = (props) => {


      const providerOptions = {
          binancechainwallet: {
            package: true
          },
          walletconnect: {
            package: WalletConnectProvider, // required
            options: {
              infuraId: process.env.NEXT_PUBLIC_INFURA_API_KEY // required
          }
        },
        coinbasewallet: {
          package: CoinbaseWalletSDK, // Required
          options: {
            appName: ""MeTag"", // Required
            infuraId: process.env.NEXT_PUBLIC_INFURA_API_KEY, // Required
            chainId: 1, // Optional. It defaults to 1 if not provided
            darkMode: false // Optional. Use dark theme, defaults to false
          }
        },
    };
      
      const web3Modal = new Web3Modal({
        network: ""mainnet"", // optional
        cacheProvider: true, // optional
        providerOptions // required
      });

      async function handleClick() {
        const instance = await web3Modal.connect();
        const provider = new ethers.providers.Web3Provider(instance);
        console.log('provider', provider);
        const signer = provider.getSigner();
    }


  return (
    <div>
      <div>Welcome User</div>
      <Button onClick={handleClick}>Connect to MetaMask</Button>
    </div>
  );
};

export default User;
```","",""
"2022-05-13,19:51:23","samgarcia","#0","<:samwave:973004242631663676> Hey all! I'm trying to use WalletConnect in my dapp, but I can't seem to import it, just including it gives me a polyfill error

`""@walletconnect/web3-provider"": ""^1.7.8"",`
`""core-js"": ""^3.8.3"",`
`import WalletConnectProvider from ""@walletconnect/web3-provider"";`

Any help would be appreciated thanks! :)

 <:samshock:973004148129796106> **error**
```
Compiled with problems:X

ERROR in ./node_modules/cipher-base/index.js 5:16-43

Module not found: Error: Can't resolve 'stream' in 'C:\Users\saman\Desktop\supervest\node_modules\cipher-base'

BREAKING CHANGE: webpack < 5 used to include polyfills for node.js core modules by default.
This is no longer the case. Verify if you need this module and configure a polyfill for it.

If you want to include a polyfill, you need to:
    - add a fallback 'resolve.fallback: { ""stream"": require.resolve(""stream-browserify"") }'
    - install 'stream-browserify'
If you don't want to include a polyfill, you can use an empty module like this:
    resolve.fallback: { ""stream"": false }


ERROR in ./node_modules/xhr2-cookies/dist/xml-http-request.js 43:11-26

Module not found: Error: Can't resolve 'http' in 'C:\Users\saman\Desktop\supervest\node_modules\xhr2-cookies\dist'

BREAKING CHANGE: webpack < 5 used to include polyfills for node.js core modules by default.
This is no longer the case. Verify if you need this module and configure a polyfill for it.

If you want to include a polyfill, you need to:
    - add a fallback 'resolve.fallback: { ""http"": require.resolve(""stream-http"") }'
    - install 'stream-http'
If you don't want to include a polyfill, you can use an empty module like this:
    resolve.fallback: { ""http"": false }


ERROR in ./node_modules/xhr2-cookies/dist/xml-http-request.js 45:12-28

Module not found: Error: Can't resolve 'https' in 'C:\Users\saman\Desktop\supervest\node_modules\xhr2-cookies\dist'

BREAKING CHANGE: webpack < 5 used to include polyfills for node.js core modules by default.
This is no longer the case. Verify if you need this module and configure a polyfill for it.

If you want to include a polyfill, you need to:
    - add a fallback 'resolve.fallback: { ""https"": require.resolve(""https-browserify"") }'
    - install 'https-browserify'
If you don't want to include a polyfill, you can use an empty module like this:
    resolve.fallback: { ""https"": false }


ERROR in ./node_modules/xhr2-cookies/dist/xml-http-request.js 47:9-22

Module not found: Error: Can't resolve 'os' in 'C:\Users\saman\Desktop\supervest\node_modules\xhr2-cookies\dist'

BREAKING CHANGE: webpack < 5 used to include polyfills for node.js core modules by default.
This is no longer the case. Verify if you need this module and configure a polyfill for it.

If you want to include a polyfill, you need to:
    - add a fallback 'resolve.fallback: { ""os"": require.resolve(""os-browserify/browser"") }'
    - install 'os-browserify'
If you don't want to include a polyfill, you can use an empty module like this:
    resolve.fallback: { ""os"": false }
```","",""
"2022-05-13,20:25:50","riite.","#0","Also what is @walletconnect/ethereum-provider vs @walletconnect/web3-provider?","",""
"2022-05-13,21:24:03","riite.","#0","I'm getting the error 'Web3Modal is not a constructor' for this","","https://cdn.discordapp.com/attachments/955463647918981150/974844510678941756/Screen_Shot_2022-05-13_at_6.22.06_PM.png"
"2022-05-14,04:53:32","pedrouid","#0","They are the same API but ethereum-provider is a lighter version","riite.#0",""
"2022-05-14,04:53:45","pedrouid","#0","You must have an import issue","riite.#0",""
"2022-05-14,05:07:56","temi0x","#0","Hi <@292230513177919488> This didn't work","pedrouid#0",""
"2022-05-14,10:09:11","riite.","#0","And just to confirm: this has nothing to do with using vanilla node and not typescript?","pedrouid#0",""
"2022-05-14,10:14:32","0xmaguro","#0","Hi. I'm using localStorage to keep user's connected state. Are there any other good options in the case?","",""
"2022-05-14,10:14:54","plentyweb3.crypto","#1357","```import React, { useState, useEffect } from ""react"";
import ""semantic-ui-css/semantic.min.css"";
import { Button, Form, Container } from ""semantic-ui-react"";
import { Magic } from ""magic-sdk"";
import { ethers } from ""ethers"";
import Web3Modal from ""web3modal"";
import WalletConnectProvider from ""@walletconnect/web3-provider"";
import CoinbaseWalletSDK from '@coinbase/wallet-sdk';

const User = (props) => {


      const providerOptionsObj = {
        walletconnect: {
          package: WalletConnectProvider, // required
          options: {
            infuraId: '92f495c06a4b48f0b0410e64561b8891' // required
        }
      },
        binancechainwallet: {
          package: true
        },
        coinbasewallet: {
          package: CoinbaseWalletSDK, // Required
          options: {
            appName: ""MeTag"", // Required
            infuraId: '92f495c06a4b48f0b0410e64561b8891', // Required
            chainId: 1, // Optional. It defaults to 1 if not provided
            darkMode: true // Optional. Use dark theme, defaults to false
          }
        },
    };
    
    async function handleClick() {
        const web3Modal = new Web3Modal({
          network: ""mainnet"", // optional
          providerOptions: providerOptionsObj
        }); 
        await web3Modal.clearCachedProvider();
        const instance = await web3Modal.connect();
        const provider = new ethers.providers.Web3Provider(instance);
        const signer = provider.getSigner();
    }


  return (
    <div>
      <div>Welcome User</div>
      <Button onClick={handleClick}>Connect to MetaMask</Button>
    </div>
  );
};

export default User;
```","",""
"2022-05-14,10:19:13","plentyweb3.crypto","#1357","I have my wallet options appearing in the web3modal (see below image) but when I click on any of them they don't go anywhere. The only one that responds is binance wallet that says ""No Binance Chain Wallet found"". Is there anything y'all can see in my code that is missing. I've watched the videos from this hack-a-thon, read the documentation, and watched other videos and am still having issues. Any help is great appreciated","",""
"2022-05-14,10:19:34","plentyweb3.crypto","#1357","","","https://cdn.discordapp.com/attachments/955463647918981150/975039673191772201/Screen_Shot_2022-05-14_at_8.05.29_AM.png"
"2022-05-14,10:19:58","plentyweb3.crypto","#1357","Thanks 🙂","",""
"2022-05-14,14:56:50","samgarcia","#0","Just replying a solution to my issue:
-Am using vuejs and had to install these packages `yarn add stream-browserify url assert util stream-http https-browserify os-browserify buffer` and add them as polyfills to the config file as it states here in the second to last answer by mikjakbiak : https://github.com/Web3Modal/web3modal/issues/317","",""
"2022-05-14,17:47:09","tehodin","#0","hi team quick question, can you shed light on the error I get","","https://cdn.discordapp.com/attachments/955463647918981150/975152314665037845/unknown.png"
"2022-05-15,18:18:09","riite.","#0","**Goal**: Establish connections within Discord upon bot command.
**Problem**: Seems like I can only establish one connection and it throws an error if I try to establish another","","https://cdn.discordapp.com/attachments/955463647918981150/975522505190166589/Screen_Shot_2022-05-15_at_3.17.19_PM.png"
"2022-05-15,21:01:22","greenpeppers100","#0","The solution that was posted on that github issues page suggests installing craco, is that what you did? Because craco doesn't want to install with react-scripts 5","samgarcia#0",""
"2022-05-15,22:47:20","samgarcia","#0","No I didnt install craco I just followed the steps of the previous answer :)","greenpeppers100#0",""
"2022-05-15,23:14:38","greenpeppers100","#0","ahh, which config files did you add the polyfills to?","samgarcia#0",""
"2022-05-15,23:15:57","samgarcia","#0","I’m using vue so I added it to the vue.config.js like so:

configureWebpack: {
    plugins: [
      new webpack.ProvidePlugin({
        Buffer: ['buffer', 'Buffer'],
      }),
    ],
    resolve: {
      fallback: {
          stream: require.resolve('stream-browserify'),
          https: require.resolve('https-browserify'),
          os: require.resolve('os-browserify/browser'),
          http: require.resolve('stream-http'),
          buffer: require.resolve('buffer'),
      },
    },","greenpeppers100#0",""
"2022-05-16,11:17:14","0xasimetriq","#0","Are you re-using same qr code for second connection? That could be the issue, you'd need to generate new one for same wallet to establish second session.","riite.#0",""
"2022-05-16,13:29:58","plentyweb3.crypto","#1357","************ If someone could help me that would be so greatly appreciated I've been stuck on walletconnect integration for days and it must be something simple because I've been tediously going through the documentation and trying everything********","",""
"2022-05-16,13:30:09","plentyweb3.crypto","#1357","```import React, { useState, useEffect } from ""react"";
import Web3 from ""web3"";
import Web3Modal from ""web3modal"";
import CoinbaseWalletSDK from '@coinbase/wallet-sdk';
import WalletConnectProvider from ""@walletconnect/web3-provider"";


const User = () => {

  const providerOptions = {
    coinbasewallet: {
      package: CoinbaseWalletSDK, // Required
      options: {
        appName: ""MeTag"", // Required
        infuraId: process.env.NEXT_PUBLIC_INFURA_PROJECT_ID, // Required
        darkMode: false // Optional. Use dark theme, defaults to false
      }
    },
    walletconnect: {
      package: WalletConnectProvider, // required
      options: {
        infuraId: process.env.NEXT_PUBLIC_INFURA_PROJECT_ID // required
      }
    },
  };

  const handleClick = async () => {
    const web3Modal = new Web3Modal({
      network: ""mainnet"", // optional
      cacheProvider: true, // optional
      providerOptions // required
    });
    web3Modal.clearCachedProvider();
    const provider = await web3Modal.connect();
    provider.enable();
    console.log('provider', provider);
    const web3 = new Web3(provider);
  }

  return (
    <div>
      <div>Welcome User</div>
      <button onClick={handleClick}>Connect</button>
    </div>
  );
}



export default User;

```","",""
"2022-05-16,13:30:58","plentyweb3.crypto","#1357","******This is my code the wed3modal popup appears with the wallets I want there but none of them go anywhere when i click them. Any help is greatly appreciated!!!!!!!************","",""
"2022-05-16,13:39:04","riite.","#0","It wont generate a new one because there is already a connection","0xasimetriq#0",""
"2022-05-16,13:39:20","riite.","#0","I'm also now removing the old QR code once the connection is established","",""
"2022-05-17,00:21:10","greenpeppers100","#0","Has anyone been able to get Web3Modal to work with walletconnect?","",""
"2022-05-18,04:35:59",".bkrem","#0","Hi exclusiveoranges,
Your code seems to work as-is for me, as you can see in the following codesandbox:
https://codesandbox.io/s/headless-resonance-lr96c7?file=/src/User.js

The only thing I altered was using an infura ID explicitly rather than from environment variables.
The only immediate reason I can see why the WalletConnect or Coinbase modals won't open is if the Infura ID is not defined. So it may be worth checking if those are properly defined in your next.js environment (e.g. via `console.log` in your code). 
If that's not it, please provide us a reproduction of the issue or the errors you're seeing on your side","plentyweb3.crypto#1357",""
"2022-05-18,06:22:09","goldcoin64","#4717","Hey Guys, does anybody know that if I use Wagmi.sh to have a ""connect wallet"" button supporting multiple wallets, we become eligible for the pool prize?","",""
"2022-05-18,10:24:38",".bkrem","#0","Discord QRCode generator","",""
